band1, band2, band3, band4, isAlgalBloom, lat, long, prob isWater
1606,2106,1400,65528,1,41.49500547074259,-82.86245085647235,0.9916666666666666
1885,2950,2118,65528,1,41.49500547074259,-82.84821942045986,0.9866666666666666
1852,2822,1567,1351,1,41.49500547074259,-82.83398798444736,0.9666666666666667
1551,2026,1062,806,1,41.48077403473009,-82.89091372849734,0.9916666666666667
1551,2026,1062,806,1,41.48077403473009,-82.87668229248484,0.9916666666666667
1623,2163,1182,65528,1,41.48077403473009,-82.86245085647235,0.9916666666666666
1623,2163,1182,65528,1,41.48077403473009,-82.84821942045986,0.9916666666666666
1913,2785,1646,65528,1,41.48077403473009,-82.83398798444736,0.9866666666666666
1652,2106,1099,65528,1,41.466542598717595,-82.89091372849734,0.9916666666666666
1617,2080,1015,65528,1,41.466542598717595,-82.87668229248484,0.9916666666666666
1623,2163,1182,65528,1,41.466542598717595,-82.86245085647235,0.9916666666666666
1318,4792,3168,65528,1,41.466542598717595,-82.84821942045986,1.0
1363,7550,3805,65528,1,41.466542598717595,-82.83398798444736,0.82
1494,8846,5360,3957,0,41.612215703962086,-82.72578472582921,0.54
1067,920,291,65528,0,41.612215703962086,-82.71172293064859,0.98
1148,1985,602,65528,0,41.612215703962086,-82.69766113546797,1.0
1148,1985,602,65528,0,41.612215703962086,-82.68359934028733,1.0
1414,6454,5104,65528,0,41.598153908781455,-82.72578472582921,0.68
1067,920,291,65528,0,41.598153908781455,-82.71172293064859,0.98
1148,1985,602,65528,0,41.598153908781455,-82.69766113546797,1.0
1105,999,358,163,0,41.598153908781455,-82.68359934028733,1.0
1208,3538,1562,65528,0,41.80908083649091,-82.68359934028733,1.0
1653,10705,5931,65528,0,41.80908083649091,-82.6695375451067,0.16
1208,3538,1562,65528,0,41.80908083649091,-82.65547574992607,1.0
1055,2281,534,65528,0,41.80908083649091,-82.64141395474545,0.98
1004,1186,346,65528,0,41.80908083649091,-82.62735215956481,0.95
1678,9003,4842,65528,0,41.795019041310276,-82.68359934028733,0.79
1883,10280,6189,4590,0,41.795019041310276,-82.6695375451067,0.28
1678,9003,4842,65528,0,41.795019041310276,-82.65547574992607,0.79
1095,1840,511,261,0,41.795019041310276,-82.64141395474545,1.0
1010,1132,330,65528,0,41.795019041310276,-82.62735215956481,0.95
1867,8608,4454,65528,0,41.780957246129645,-82.68359934028733,0.82
1208,3538,1562,65528,0,41.780957246129645,-82.6695375451067,1.0
1867,8608,4454,65528,0,41.780957246129645,-82.65547574992607,0.82
1011,988,270,65528,0,41.780957246129645,-82.64141395474545,0.95
1010,1132,330,65528,0,41.780957246129645,-82.62735215956481,0.95
1633,10023,5141,3482,0,41.766895450949015,-82.68359934028733,0.64
1633,10023,5141,3482,0,41.766895450949015,-82.6695375451067,0.64
1633,10023,5141,3482,0,41.766895450949015,-82.65547574992607,0.64
1000,1571,357,163,0,41.766895450949015,-82.64141395474545,0.97
1000,1571,357,163,0,41.766895450949015,-82.62735215956481,0.97
1274,4906,3928,1306,0,41.752833655768384,-82.68359934028733,0.9441666666666667
1274,4906,3928,1306,0,41.752833655768384,-82.6695375451067,0.9441666666666667
1274,4906,3928,1306,0,41.752833655768384,-82.65547574992607,0.9441666666666667
983,1031,367,129,0,41.752833655768384,-82.64141395474545,0.95
983,1031,367,129,0,41.752833655768384,-82.62735215956481,0.95
